name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
Love Show,Skye,spotify:track:45989wCn3Jxf6jlPAsoBAp,0.155,0.582,0.617,0.000366,0.126,-8.775,0.0245,86.79,0.2,The Longest Playlist on Spotify® (Official)
The Light,Supreme Beings of Leisure,spotify:track:2RMs6DtKwu9yMY3RmZS8wm,0.00133,0.66,0.718,0.0091,0.386,-6.45,0.0593,80.002,0.648,The Longest Playlist on Spotify® (Official)
Ride,Supreme Beings of Leisure,spotify:track:3UcsT9RzLpqZE4yu65LCqT,0.0209,0.579,0.862,0.0321,0.129,-4.284,0.0306,99.989,0.508,The Longest Playlist on Spotify® (Official)
Down The Line,José González,spotify:track:2MoWVpjjmT1kMUakiQ4Oeq,0.412,0.528,0.753,0.355,0.17,-5.892,0.0323,147.74,0.608,The Longest Playlist on Spotify® (Official)
By Your Side,Sade,spotify:track:4jsdqalaKwDTdPGLvps128,0.0848,0.653,0.429,0.0038,0.0692,-10.475,0.0296,146.071,0.625,The Longest Playlist on Spotify® (Official)
Circles,Pola,spotify:track:7tWVNKi7pSQGQ0FTFZhF5e,0.546,0.517,0.661,0.603,0.0859,-9.942,0.0361,151.007,0.858,The Longest Playlist on Spotify® (Official)
Once I Know,Clara Hill,spotify:track:3IAWGLghGJCci0lVhvyRgm,0.938,0.594,0.266,0.00819,0.083,-11.469,0.0302,119.996,0.209,The Longest Playlist on Spotify® (Official)
I Wish I Knew How It Would Feel To Be Free,Nina Simone,spotify:track:58fxygPUPdfBIUm9BDv0f7,0.752,0.694,0.459,0.0,0.131,-9.858,0.0819,122.534,0.675,The Longest Playlist on Spotify® (Official)
Not Seventeen,Mandalay,spotify:track:4jVHD1kjfboYmwtX7vyuHE,0.473,0.593,0.477,0.112,0.121,-10.823,0.035,83.994,0.598,The Longest Playlist on Spotify® (Official)
This Sweet Love,James Yuill,spotify:track:4OFWhhdcJ2qbI2Jnpp43cK,0.137,0.643,0.611,0.433,0.0612,-8.781,0.0299,115.014,0.551,The Longest Playlist on Spotify® (Official)
I Just Want To Make Love To You - Single Version,Etta James,spotify:track:3sGWJ5j5lkE58SrAD59zSm,0.896,0.555,0.654,2.46e-06,0.102,-8.725,0.0739,102.412,0.575,The Longest Playlist on Spotify® (Official)
At Last,Etta James,spotify:track:0ACvTRFkZpCHExDx50aaVI,0.702,0.164,0.288,0.000437,0.337,-11.612,0.0326,176.146,0.313,The Longest Playlist on Spotify® (Official)
None Of Us Are Free,Solomon Burke,spotify:track:0LPmDbRjyQukRUeKYbIMgI,0.404,0.674,0.658,1.34e-06,0.0981,-9.647,0.104,143.292,0.677,The Longest Playlist on Spotify® (Official)
The Thrill Is Gone,B.B. King,spotify:track:5gEuWtxcn5Vz4xpT7dBoBU,0.0934,0.692,0.493,0.00166,0.128,-9.662,0.0325,86.644,0.28,The Longest Playlist on Spotify® (Official)
I'm In Here,Sia,spotify:track:3R2FxfQsTs5Ei2twCe339s,0.0582,0.564,0.784,1.03e-05,0.114,-5.347,0.0568,147.82,0.324,The Longest Playlist on Spotify® (Official)
Closer,Travis,spotify:track:015uw4pnvJiGEFY0asZBkc,0.213,0.541,0.579,1.6e-05,0.152,-7.496,0.0236,108.092,0.267,The Longest Playlist on Spotify® (Official)
All This Time (Pick-Me-Up Song),Maria Mena,spotify:track:328qwVFrlDdF6EApzInffJ,0.655,0.572,0.406,0.000302,0.0611,-9.652,0.0344,133.079,0.384,The Longest Playlist on Spotify® (Official)
You And I,Wilco,spotify:track:3IC2FbH9k02j8l6fkAr99t,0.369,0.706,0.599,2.57e-05,0.119,-9.766,0.0324,122.175,0.581,The Longest Playlist on Spotify® (Official)
Let Me Out,Ben's Brother,spotify:track:158vokXzTAwI01ZHvHsVgi,0.563,0.43,0.483,0.0,0.163,-7.939,0.0308,143.933,0.229,The Longest Playlist on Spotify® (Official)
Broad Daylight,Gabriel Rios,spotify:track:4YaWRqpUuzAgT2mxu1NHzW,0.835,0.785,0.457,0.00305,0.485,-10.751,0.0518,106.457,0.344,The Longest Playlist on Spotify® (Official)
Like the River - Acoustic,James Vincent McMorrow,spotify:track:1TlArKyLC1yWrkXyQNn4Fw,0.814,0.416,0.147,0.00328,0.106,-18.501,0.0516,155.602,0.179,The Longest Playlist on Spotify® (Official)
Just Not Each Other,William Fitzsimmons,spotify:track:7brf5qNJ9OgrvcTytuHiL3,0.921,0.635,0.275,0.0005,0.0951,-15.792,0.0349,125.288,0.362,The Longest Playlist on Spotify® (Official)
Skinny Genes - Unplugged,Eliza Doolittle,spotify:track:6j7pV19r7AlDT6OllWlGh6,0.344,0.754,0.354,1.02e-06,0.195,-8.02,0.16,135.586,0.834,The Longest Playlist on Spotify® (Official)
5 O'Clock (feat. Lily Allen & Wiz Khalifa),T-Pain,spotify:track:6j236RwzFFj4wqH2tWJNBD,0.168,0.4,0.882,0.0,0.124,-1.958,0.334,167.114,0.385,The Longest Playlist on Spotify® (Official)
Aces High - Live; 1998 Remaster,Iron Maiden,spotify:track:1XLGB01MnLAbCbrO0T6oFg,0.00347,0.237,0.973,0.902,0.334,-7.893,0.0637,132.411,0.388,The Longest Playlist on Spotify® (Official)
Wasted Years - 1998 Remaster,Iron Maiden,spotify:track:4PSiPZp8MYMDZzuBhCLgc6,0.0605,0.242,0.953,3.38e-05,0.135,-5.555,0.115,153.738,0.342,The Longest Playlist on Spotify® (Official)
Alexander the Great (356-323 BC) - 1998 Remaster,Iron Maiden,spotify:track:3idw02L7HbP78lnAd9RNhI,0.0985,0.398,0.917,0.00887,0.11,-5.611,0.105,113.35,0.23,The Longest Playlist on Spotify® (Official)
Don't Look To The Eyes Of A Stranger,Iron Maiden,spotify:track:3hC0sYpfq2LTdDQgFsQk0w,0.0416,0.348,0.8,0.022,0.0832,-5.197,0.0556,152.594,0.432,The Longest Playlist on Spotify® (Official)
Over and Over and Over,Jack White,spotify:track:06k5ZWQoJ44zNYlb49zBjc,0.000243,0.565,0.849,0.00289,0.0631,-5.313,0.0926,123.768,0.758,The Longest Playlist on Spotify® (Official)
I Want You Back,The Jackson 5,spotify:track:5LxvwujISqiB8vpRYv887S,0.305,0.469,0.538,0.00012,0.37,-13.559,0.0571,196.605,0.886,The Longest Playlist on Spotify® (Official)
"Living in America - From ""Rocky IV"" Soundtrack",James Brown,spotify:track:4Y5yjzs9FFw5qIgfZBd43I,0.00148,0.754,0.854,0.00692,0.0675,-7.114,0.0363,113.908,0.761,The Longest Playlist on Spotify® (Official)
Mountain Song,Jane's Addiction,spotify:track:5fKZJHzJ9d3MADArbm9muW,0.0155,0.324,0.931,0.0252,0.277,-6.803,0.0837,82.748,0.313,The Longest Playlist on Spotify® (Official)
Move Over,Janis Joplin,spotify:track:2bD9x9kN4wYyVoyckeqlLk,0.189,0.708,0.497,0.0116,0.0723,-10.337,0.0527,132.997,0.919,The Longest Playlist on Spotify® (Official)
Come A Little Bit Closer,Jay & The Americans,spotify:track:252YuUdUaC5OojaBU0H1CP,0.52,0.636,0.684,0.0015,0.534,-9.302,0.057,132.509,0.881,The Longest Playlist on Spotify® (Official)
Pause,Jerry Paper,spotify:track:7twjxhi9dCbAdO8v0VFeLu,0.332,0.595,0.693,0.0286,0.715,-9.26,0.0388,125.495,0.843,The Longest Playlist on Spotify® (Official)
The Ghost Song,Jim Morrison,spotify:track:12yE1Q5TAg4nh8IqWckVGS,0.375,0.746,0.473,0.00562,0.0629,-14.567,0.142,110.527,0.247,The Longest Playlist on Spotify® (Official)
Bad Reputation,Joan Jett & the Blackhearts,spotify:track:7pu8AhGUxHZSCWTkQ2eb5M,0.00192,0.378,0.974,0.0139,0.0588,-4.055,0.194,203.715,0.824,The Longest Playlist on Spotify® (Official)
Love Hurts,Joan Jett & the Blackhearts,spotify:track:2fP3Tgo3iCaAOIteVUl4tx,0.456,0.502,0.565,0.0063,0.335,-9.937,0.0284,86.322,0.456,The Longest Playlist on Spotify® (Official)
I Love Rock 'N Roll,Joan Jett & the Blackhearts,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,0.326,0.535,0.716,0.0,0.659,-5.025,0.0431,94.379,0.901,The Longest Playlist on Spotify® (Official)
Quién Me Ha Robado el Mes de Abril,Joaquín Sabina,spotify:track:1fm8q8fynkggbVDXShFoiw,0.489,0.699,0.521,0.00184,0.156,-8.633,0.0332,147.495,0.332,The Longest Playlist on Spotify® (Official)
Asi Estoy Yo Sin Ti,Joaquín Sabina,spotify:track:3hYQus4s5l6whPr3Fzqsdx,0.332,0.635,0.49,0.0,0.364,-8.149,0.0291,71.984,0.416,The Longest Playlist on Spotify® (Official)
Y Nos Dieron las Diez,Joaquín Sabina,spotify:track:1eCie6lwjb4crxeAvkRaSi,0.759,0.555,0.275,0.0,0.104,-14.032,0.0653,163.431,0.592,The Longest Playlist on Spotify® (Official)
A la Orilla de la Chimenea,Joaquín Sabina,spotify:track:6NQvRUIZZ2z5EUaFd9OloQ,0.819,0.575,0.273,0.0,0.071,-15.982,0.0708,113.459,0.33,The Longest Playlist on Spotify® (Official)
La del Pirata Cojo,Joaquín Sabina,spotify:track:5YcnJNBgUcYkPyINuUb2Zb,0.443,0.778,0.762,0.0,0.13,-9.424,0.0418,134.024,0.634,The Longest Playlist on Spotify® (Official)
Pobre Cristina,Joaquín Sabina,spotify:track:0vlv7IITVcisuaXZr6bsoQ,0.424,0.749,0.62,0.0,0.0795,-10.661,0.0861,143.132,0.693,The Longest Playlist on Spotify® (Official)
Y Si Amanece por Fin,Joaquín Sabina,spotify:track:2DgelO2bnAAAgy2OJbjB72,0.432,0.792,0.651,1.22e-05,0.12,-9.329,0.0305,101.771,0.623,The Longest Playlist on Spotify® (Official)
El Muro de Berlin,Joaquín Sabina,spotify:track:0RZtzFLW7pCgv94pHK9Oaq,0.0482,0.685,0.83,0.0,0.28,-6.578,0.0334,148.034,0.717,The Longest Playlist on Spotify® (Official)
Mentiras Piadosas,Joaquín Sabina,spotify:track:1Xi2DplEY3wnENQnNssBeH,0.0589,0.772,0.801,0.0,0.0462,-9.6,0.0421,140.972,0.934,The Longest Playlist on Spotify® (Official)
Ataque de Tos,Joaquín Sabina,spotify:track:5THYvLooAoedJp6EhPsne0,0.496,0.769,0.81,0.0,0.0341,-9.774,0.0453,133.013,0.789,The Longest Playlist on Spotify® (Official)
Tiramisu de Limon,Joaquín Sabina,spotify:track:0x8BlHc0tPoiY8zAzsD2Wa,0.0176,0.545,0.565,0.0,0.101,-7.266,0.0331,111.408,0.375,The Longest Playlist on Spotify® (Official)
Crisis,Joaquín Sabina,spotify:track:5dmp2FSnNIpfNi334Zj7Wg,0.0033,0.694,0.841,0.0,0.0342,-6.148,0.0526,137.911,0.914,The Longest Playlist on Spotify® (Official)
Got The Time,Joe Jackson,spotify:track:3KN86akwYYXnMX6pBqw9d0,0.000278,0.466,0.849,0.0256,0.103,-6.464,0.035,123.543,0.739,The Longest Playlist on Spotify® (Official)
"Hearts On Fire - From ""Rocky IV"" Soundtrack",John Cafferty,spotify:track:5vI0C3TDTxySR6Oq8NWjE0,0.0317,0.576,0.896,0.0,0.211,-8.026,0.04,136.586,0.617,The Longest Playlist on Spotify® (Official)
Imagine - Remastered 2010,John Lennon,spotify:track:7pKfPomDEeI4TPT6EOYjn9,0.907,0.547,0.257,0.183,0.0935,-12.358,0.0252,75.752,0.169,The Longest Playlist on Spotify® (Official)
(Ghost) Riders In the Sky,Johnny Cash,spotify:track:3DNXN5fPRdkYm64oCdV8L6,0.314,0.548,0.693,0.0189,0.132,-9.421,0.038,109.633,0.547,The Longest Playlist on Spotify® (Official)
La Hiedra Venenosa,Johnny Laboriel,spotify:track:67tL3C4baNQ3FqnUz0vn8p,0.803,0.6,0.465,0.0,0.0632,-9.944,0.0495,139.231,0.945,The Longest Playlist on Spotify® (Official)
Shadowplay - 2007 Remaster,Joy Division,spotify:track:79CfK2gMGf0svanec6LJOj,0.000997,0.433,0.756,0.761,0.124,-7.855,0.0565,145.443,0.117,The Longest Playlist on Spotify® (Official)
1,Joy Zipper,spotify:track:6clt5cSexiXcgu2a9nI7qi,0.0118,0.614,0.941,0.0043,0.196,-4.995,0.0366,119.006,0.523,The Longest Playlist on Spotify® (Official)
Es Por Ti,Juanes,spotify:track:3b1IQflSLrgzYQPGFzI9cl,0.17,0.696,0.758,3.33e-05,0.189,-6.076,0.0264,129.943,0.859,The Longest Playlist on Spotify® (Official)
Demonizer,Judas Priest,spotify:track:7rGevh0ljHtMxYhLNQDLjd,8.51e-06,0.376,0.957,0.423,0.0825,-4.353,0.0538,84.97,0.22,The Longest Playlist on Spotify® (Official)
Lightning Strike,Judas Priest,spotify:track:46fnrdh2ACnTy40OWIs0ea,1.69e-05,0.521,0.915,0.43,0.065,-5.705,0.0544,112.507,0.336,The Longest Playlist on Spotify® (Official)
Painkiller,Judas Priest,spotify:track:0L7zm6afBEtrNKo6C6Gj08,0.000195,0.435,0.987,0.0847,0.268,-4.667,0.16,103.16,0.101,The Longest Playlist on Spotify® (Official)
You've Got Another Thing Coming,Judas Priest,spotify:track:4f3RDq9nYPBeR1yMSgnmBm,0.00572,0.519,0.833,4.33e-06,0.104,-6.947,0.0496,138.225,0.532,The Longest Playlist on Spotify® (Official)
Turbo Lover - Remastered,Judas Priest,spotify:track:4QC1Kd4dctVuVA5I6HFuoj,0.176,0.55,0.878,8.59e-06,0.392,-7.021,0.0371,151.585,0.754,The Longest Playlist on Spotify® (Official)
Move Your Feet,Junior Senior,spotify:track:7cGfrVoC7G03XeXn7yflx5,0.046,0.747,0.904,0.106,0.203,-2.623,0.0803,118.877,0.846,The Longest Playlist on Spotify® (Official)
D.A.N.C.E,Justice,spotify:track:33yAEqzKXexYM3WlOYtTfQ,0.034,0.613,0.962,0.0,0.824,-5.07,0.278,113.015,0.496,The Longest Playlist on Spotify® (Official)
Phantom,Justice,spotify:track:2weNFSRqkClXtfBPTteafY,0.00817,0.627,0.48,0.014,0.179,-4.462,0.0652,117.009,0.102,The Longest Playlist on Spotify® (Official)
Phantom Pt. II,Justice,spotify:track:2A3emhzbZo7eSvEUtAm3ZS,0.00231,0.619,0.726,0.766,0.652,-6.422,0.125,116.966,0.424,The Longest Playlist on Spotify® (Official)
Come Back Life,Kadavar,spotify:track:1tf8TN3YUBvtVsm9HeAqGl,0.000836,0.263,0.924,0.00906,0.0846,-5.468,0.0859,146.461,0.181,The Longest Playlist on Spotify® (Official)
Too Shy,Kajagoogoo,spotify:track:6WEBIVqiEsevfgJefTyuQQ,0.127,0.702,0.871,4.18e-05,0.0819,-6.728,0.0926,107.982,0.664,The Longest Playlist on Spotify® (Official)
Restless,Kakkmaddafakka,spotify:track:0PSAyzyF4qc7o68w9fwnAj,0.0102,0.593,0.861,0.000851,0.107,-4.559,0.0341,170.009,0.818,The Longest Playlist on Spotify® (Official)
Someone New,Kakkmaddafakka,spotify:track:2eBceJaBCWdoofsvImLr0y,0.0322,0.725,0.796,0.0,0.149,-6.587,0.0279,128.879,0.905,The Longest Playlist on Spotify® (Official)
Forever Alone,Kakkmaddafakka,spotify:track:2ABslCJtxwLFLCUHWctSaL,0.372,0.673,0.632,0.0,0.152,-7.13,0.0373,129.974,0.513,The Longest Playlist on Spotify® (Official)
Carry on Wayward Son,Kansas,spotify:track:4DMKwE2E2iYDKY01C335Uw,0.00321,0.482,0.786,8.88e-05,0.446,-5.735,0.032,126.755,0.793,The Longest Playlist on Spotify® (Official)
Good Morning,Kanye West,spotify:track:27eO3EGKIUU7yug1eOxUZu,0.0913,0.577,0.646,4.18e-05,0.17,-5.902,0.13,169.769,0.575,The Longest Playlist on Spotify® (Official)
Club Foot,Kasabian,spotify:track:6C0xucNj75wRdlejwWIEW1,0.0257,0.238,0.919,2.31e-05,0.0914,-6.893,0.0816,101.752,0.123,The Longest Playlist on Spotify® (Official)
Days Are Forgotten,Kasabian,spotify:track:02RDt0n6EXpYemu5mhMxjh,0.0013,0.588,0.96,0.000306,0.135,-5.216,0.0933,105.009,0.321,The Longest Playlist on Spotify® (Official)
Fast Fuse,Kasabian,spotify:track:1ZZMu5cxiU4eFUNVwMnCJq,0.113,0.363,0.991,0.0265,0.0792,-2.561,0.0791,175.064,0.476,The Longest Playlist on Spotify® (Official)
Last Friday Night (T.G.I.F.),Katy Perry,spotify:track:3avYqdwHKEq8beXbeWCKqJ,0.00125,0.652,0.812,3.01e-05,0.667,-3.797,0.0409,126.023,0.72,The Longest Playlist on Spotify® (Official)
Firework,Katy Perry,spotify:track:4r6eNCsrZnQWJzzvFh4nlg,0.141,0.638,0.832,0.0,0.113,-5.039,0.049,124.071,0.648,The Longest Playlist on Spotify® (Official)
Nightcall,Kavinsky,spotify:track:0U0ldCRmgCqhVvD6ksG63j,0.00842,0.532,0.874,0.012,0.452,-5.183,0.0482,91.038,0.361,The Longest Playlist on Spotify® (Official)
That's the Way (I Like It),KC & The Sunshine Band,spotify:track:0RQTbMBgSq7xgdZSHFZg4R,0.223,0.661,0.828,9.97e-05,0.376,-11.376,0.0343,108.265,0.858,The Longest Playlist on Spotify® (Official)
You Decorated My Life,Kenny Rogers,spotify:track:6SFeCisbYSqaQwL9hucoF2,0.662,0.264,0.307,0.0,0.101,-12.36,0.0341,172.546,0.153,The Longest Playlist on Spotify® (Official)
Human,The Killers,spotify:track:6Pff7Oo6I93uVUAZRnf29t,0.00107,0.551,0.831,0.000673,0.0971,-7.077,0.065,135.484,0.56,The Longest Playlist on Spotify® (Official)
The World We Live In,The Killers,spotify:track:4asWUPEo7x5V0pUXWOqHhK,0.0243,0.598,0.871,0.00321,0.24,-5.387,0.0248,105.986,0.591,The Longest Playlist on Spotify® (Official)
Jenny Was A Friend Of Mine,The Killers,spotify:track:61cgPGgToV1FqFgbHdWjj8,0.000146,0.551,0.972,0.00149,0.303,-3.922,0.0447,114.077,0.541,The Longest Playlist on Spotify® (Official)
Smile Like You Mean It,The Killers,spotify:track:6pMIbMxsb5NbBWq2TKSL2l,0.000525,0.379,0.982,0.00505,0.167,-2.617,0.145,125.054,0.47,The Longest Playlist on Spotify® (Official)
On Top,The Killers,spotify:track:06dl1UTikur0Mcunp2hNZb,0.0147,0.593,0.935,0.0,0.0991,-3.128,0.037,126.975,0.683,The Longest Playlist on Spotify® (Official)
Read My Mind,The Killers,spotify:track:7cX4PJz1old9fyFI8RlfgW,0.00572,0.543,0.917,7.76e-05,0.104,-3.391,0.0444,132.246,0.329,The Longest Playlist on Spotify® (Official)
Bones,The Killers,spotify:track:4shKoD4U0rsE6UDjyPEjyK,0.000679,0.472,0.902,0.124,0.0822,-3.607,0.0643,139.57,0.567,The Longest Playlist on Spotify® (Official)
Tranquilize,The Killers,spotify:track:6Bm3TYTfP6jjxUTE6OdXG3,0.0801,0.378,0.812,5.36e-06,0.163,-4.178,0.0512,78.057,0.428,The Longest Playlist on Spotify® (Official)
Where The White Boys Dance,The Killers,spotify:track:3rfgt8fw5l6of33oj81VXn,0.0393,0.68,0.869,2.05e-05,0.386,-5.805,0.0421,107.262,0.556,The Longest Playlist on Spotify® (Official)
Romeo And Juliet,The Killers,spotify:track:1kfrnPViuzKdNwmH21ehLg,0.43,0.611,0.397,8.89e-06,0.239,-8.47,0.0266,84.359,0.347,The Longest Playlist on Spotify® (Official)
Eighties - 2007 Digital Remaster,Killing Joke,spotify:track:21T9lWigjSIMg9uD6ZfRnQ,0.000735,0.393,0.964,0.0196,0.34,-8.838,0.144,151.898,0.352,The Longest Playlist on Spotify® (Official)
Kids In America,Kim Wilde,spotify:track:0q4xWbV08szzUpGPhVsrcD,0.0597,0.566,0.769,0.0,0.579,-4.973,0.0469,159.651,0.324,The Longest Playlist on Spotify® (Official)
21st Century Schizoid Man,King Crimson,spotify:track:173gp7NIXqk0MEo8K7Av4a,0.000318,0.421,0.646,0.728,0.148,-11.085,0.102,130.928,0.4,The Longest Playlist on Spotify® (Official)
The Family Ghost,King Diamond,spotify:track:4dah6EKdUc8fun2moWjDZe,0.00836,0.289,0.87,0.238,0.366,-11.188,0.1,103.757,0.181,The Longest Playlist on Spotify® (Official)
Abigail,King Diamond,spotify:track:1ocKVM8apJb2y0zBZHgXU4,0.0029,0.319,0.789,0.786,0.328,-12.73,0.0467,146.752,0.592,The Longest Playlist on Spotify® (Official)
The Candle,King Diamond,spotify:track:5CLOT9cCQSnXLnliHOV5lX,0.00595,0.204,0.898,0.291,0.153,-12.758,0.167,79.055,0.0786,The Longest Playlist on Spotify® (Official)
Welcome Home,King Diamond,spotify:track:1dxHeDGoVeEWQU5S2dG5PW,0.00593,0.428,0.959,0.917,0.0991,-9.658,0.0739,124.63,0.399,The Longest Playlist on Spotify® (Official)
Robot Stop,King Gizzard & The Lizard Wizard,spotify:track:0Dgy7vsV6o3cvvWjNfdh7Q,0.00565,0.465,0.988,0.198,0.86,-5.301,0.11,97.92,0.315,The Longest Playlist on Spotify® (Official)
Sex on Fire,Kings of Leon,spotify:track:5A1FmxbYVRZKy4nc16MAue,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,0.374,The Longest Playlist on Spotify® (Official)
Use Somebody,Kings of Leon,spotify:track:2TYC9SaRhYypUQzB1ZVTG2,0.00552,0.276,0.715,0.000417,0.201,-5.356,0.0432,137.028,0.173,The Longest Playlist on Spotify® (Official)
Destroyer,The Kinks,spotify:track:1dpD3rzGYW1mHtNxG1NbwI,0.0089,0.524,0.755,0.0,0.0485,-10.89,0.0468,142.543,0.785,The Longest Playlist on Spotify® (Official)
All Day and All of the Night,The Kinks,spotify:track:78JmElAFmrPNhLjovDR9Jm,0.262,0.551,0.86,4.57e-06,0.0558,-7.839,0.0796,136.921,0.723,The Longest Playlist on Spotify® (Official)
Detroit Rock City,KISS,spotify:track:2jz6rWGqVCYsymwxGoaON4,0.0421,0.546,0.9,4.57e-05,0.292,-6.728,0.0691,90.591,0.447,The Longest Playlist on Spotify® (Official)
I Was Made For Lovin' You,KISS,spotify:track:07q0QVgO56EorrSGHC48y3,0.214,0.768,0.852,7.36e-05,0.0723,-6.215,0.038,128.373,0.867,The Longest Playlist on Spotify® (Official)
Rock And Roll All Nite,KISS,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,0.0468,0.654,0.929,0.0,0.0539,-5.906,0.0998,144.774,0.902,The Longest Playlist on Spotify® (Official)
Love Gun,KISS,spotify:track:0SPBrxOUEMIKugXR4bFhxs,0.0266,0.409,0.868,0.0357,0.276,-6.236,0.0368,147.211,0.704,The Longest Playlist on Spotify® (Official)
My Sharona,The Knack,spotify:track:6Si2MnpY1J6ucO6TTzflIG,0.0393,0.58,0.732,0.00116,0.0821,-8.585,0.0358,147.194,0.883,The Longest Playlist on Spotify® (Official)
Summer Madness,Kool & The Gang,spotify:track:2uMqG8w8oi09fB2YA2QLOm,0.00834,0.298,0.327,0.86,0.0724,-16.515,0.031,175.898,0.454,The Longest Playlist on Spotify® (Official)
Falling Away from Me,Korn,spotify:track:2F6FfZ4w8z3eJpSxPotVO5,0.00014,0.468,0.769,0.00124,0.271,-7.036,0.041,104.102,0.17,The Longest Playlist on Spotify® (Official)
Blind,Korn,spotify:track:1pr9TZGOXeJUggIal1Wq3R,0.00678,0.283,0.891,0.0038,0.159,-8.165,0.178,92.049,0.226,The Longest Playlist on Spotify® (Official)
Ball Tongue,Korn,spotify:track:5pbfZdAP7xUu354ZQBhTS2,0.0244,0.55,0.877,0.0838,0.112,-6.942,0.111,106.226,0.445,The Longest Playlist on Spotify® (Official)
Get Up! (feat. Skrillex),Korn,spotify:track:25EgA1A1OZBRw25Mjyw08g,0.000199,0.508,0.894,0.00135,0.476,-4.664,0.0779,139.944,0.248,The Longest Playlist on Spotify® (Official)
Coming Undone,Korn,spotify:track:6p2liQLGoDaLXgND68bfVt,0.000658,0.687,0.677,0.000146,0.0564,-4.172,0.0508,75.052,0.546,The Longest Playlist on Spotify® (Official)
Phantom Antichrist,Kreator,spotify:track:7oTOqQcj01sYmEf6EgA8X8,5.98e-06,0.373,0.98,0.3,0.277,-4.945,0.103,102.842,0.111,The Longest Playlist on Spotify® (Official)
Ellos Dicen Mierda,La Polla Records,spotify:track:1pQvhzRnObih9msA91xDq7,0.369,0.283,0.723,0.627,0.13,-10.902,0.0365,143.721,0.454,The Longest Playlist on Spotify® (Official)
Lichtgestalt,Lacrimosa,spotify:track:6a5lOwYhk5TExDChWwbA0c,0.00408,0.595,0.679,8.67e-05,0.0967,-7.335,0.0405,125.006,0.502,The Longest Playlist on Spotify® (Official)
Our Truth,Lacuna Coil,spotify:track:0HLjmfHbfHM42GVTeeWypo,0.000121,0.507,0.732,0.787,0.154,-7.108,0.0276,102.033,0.0615,The Longest Playlist on Spotify® (Official)
Poker Face,Lady Gaga,spotify:track:5R8dQOPq8haW94K7mgERlO,0.118,0.851,0.806,1.64e-06,0.121,-4.62,0.0787,118.999,0.787,The Longest Playlist on Spotify® (Official)
Bad Romance,Lady Gaga,spotify:track:4KpIWPcahCjU0bkaaS4os9,0.00314,0.696,0.921,5.24e-05,0.0842,-3.755,0.0363,119.001,0.714,The Longest Playlist on Spotify® (Official)
Alejandro,Lady Gaga,spotify:track:2UM6b78kBrge7Esaoz93kk,0.000397,0.623,0.793,0.0015,0.375,-6.63,0.0462,98.998,0.36,The Longest Playlist on Spotify® (Official)
Laid to Rest,Lamb of God,spotify:track:0lCwaZYSRy6q0jLmnYiQxi,0.000216,0.359,0.959,0.00343,0.435,-3.685,0.104,103.038,0.158,The Longest Playlist on Spotify® (Official)
Hourglass,Lamb of God,spotify:track:5ieTAoKNo9o5JjAouBRwTz,0.00198,0.27,0.985,0.0221,0.408,-3.375,0.118,89.425,0.143,The Longest Playlist on Spotify® (Official)
The Faded Line,Lamb of God,spotify:track:1kPbgEAGrsC7LhdYPdoWZ5,0.000915,0.274,0.987,0.0162,0.342,-3.23,0.195,170.398,0.0943,The Longest Playlist on Spotify® (Official)
Omerta,Lamb of God,spotify:track:1uOkapWUZPXQRRHTAAfu6E,0.00211,0.415,0.98,0.00164,0.325,-4.056,0.202,118.512,0.185,The Longest Playlist on Spotify® (Official)
Black Label,Lamb of God,spotify:track:18tzenBUBfhF6Z15SGiGPk,4.6e-05,0.297,0.962,0.855,0.329,-4.333,0.0775,90.503,0.336,The Longest Playlist on Spotify® (Official)
A Warning,Lamb of God,spotify:track:79IVtaN4R8TIpG46pQFaTD,3.45e-05,0.228,0.958,0.503,0.469,-3.135,0.109,176.741,0.706,The Longest Playlist on Spotify® (Official)
In the Absence of the Sacred,Lamb of God,spotify:track:4TLTg6pKR2dzRgac8eFaiS,7.9e-06,0.22,0.954,0.573,0.129,-4.298,0.105,76.336,0.578,The Longest Playlist on Spotify® (Official)
Letter to the Unborn,Lamb of God,spotify:track:0zvDe5pNyJccRgHVdLP7zH,1.13e-05,0.319,0.973,0.31,0.129,-3.688,0.0826,110.699,0.507,The Longest Playlist on Spotify® (Official)
The Black Dahlia,Lamb of God,spotify:track:591A43Pg0cBG1AcQuKA3Mq,5.98e-05,0.421,0.945,0.649,0.0443,-4.067,0.104,90.394,0.612,The Longest Playlist on Spotify® (Official)
Terror and Hubris in the House of Frank Pollard,Lamb of God,spotify:track:6d2tguWs6yv0EkVlu9PgNz,1.3e-05,0.239,0.945,0.892,0.159,-3.028,0.0548,86.707,0.222,The Longest Playlist on Spotify® (Official)
The Subtle Arts of Murder and Persuasion,Lamb of God,spotify:track:1XWWlu64sNi9jqktYeKH8O,0.000162,0.36,0.913,0.915,0.504,-3.462,0.12,123.914,0.566,The Longest Playlist on Spotify® (Official)
Pariah,Lamb of God,spotify:track:5aYqjXmZywNVs9J0lzdgke,6.94e-05,0.28,0.856,0.506,0.0837,-3.869,0.0852,82.704,0.466,The Longest Playlist on Spotify® (Official)
